Country Name,Country Code,Indicator Name,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ukraine,UKR,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,83779900779,82097582335,77471558644,72825881868,63806699617,52064765664,47635228059,43993867172,44790276521,42503710922,37857498203,33604431515,34886909976,38151722552,46922780541,60169724909,72753297070,91326668398,1.2066E+11,1.48281E+11,1.30978E+11,1.39032E+11,1.43755E+11,1.66416E+11,1.79848E+11,1.53131E+11,1.19858E+11,1.0078E+11,1.00202E+11,1.16377E+11,1.39085E+11,1.49174E+11,1.69967E+11,1.51668E+11,1.74919E+11
Upper middle income,UMC,"GNI, Atlas method (current US$)",2.9236E+11,3.26926E+11,3.73015E+11,4.25631E+11,4.69422E+11,4.75802E+11,5.0319E+11,5.66441E+11,6.37355E+11,6.81418E+11,7.65148E+11,9.46374E+11,1.19899E+12,1.48393E+12,1.61574E+12,1.71442E+12,1.87735E+12,2.20596E+12,2.58376E+12,2.89112E+12,2.90926E+12,2.72894E+12,2.48142E+12,2.49656E+12,2.62446E+12,2.79471E+12,2.93919E+12,2.94128E+12,2.36557E+12,2.18231E+12,2.43679E+12,2.65287E+12,2.92264E+12,3.24485E+12,3.68251E+12,4.02924E+12,3.992E+12,3.97547E+12,4.19213E+12,4.25852E+12,4.34489E+12,4.74243E+12,5.53089E+12,6.48453E+12,7.5879E+12,9.04719E+12,1.07684E+13,1.18142E+13,1.35287E+13,1.53978E+13,1.77349E+13,1.94847E+13,2.04273E+13,2.03162E+13,2.02392E+13,2.09397E+13,2.26355E+13,2.3988E+13,2.34733E+13,2.61499E+13,2.82267E+13,2.97574E+13
Uruguay,URY,"GNI, Atlas method (current US$)",1512465687,1639358138,1789817387,1839904202,1962885159,1751112524,1702683867,1864618888,2293560445,2405887066,2449980594,2981744961,3859924476,4592041129,4222699398,4069941133,4680808836,6233386899,8361984248,10701166062,9717496361,6525773054,5195170402,4537197105,5387877887,6726475938,7967576144,8423369415,8841421525,9969895050,12096702267,13836356346,16124097603,17836687208,20019954185,22808392063,23843464579,24079639859,23456558226,21630712261,17093994523,14114181012,13713762745,15683843983,17982123269,21458528238,26179934329,30246695763,36261110820,42355224187,47470995376,55134832172,57521641835,57498586686,55711409360,56644986367,60079283554,62495607531,54852984944,55081354250,60921938377,66854046462
United States,USA,"GNI, Atlas method (current US$)",6.07686E+11,6.41492E+11,6.87248E+11,7.47767E+11,8.18136E+11,8.61924E+11,9.45048E+11,1.02045E+12,1.07475E+12,1.16873E+12,1.31752E+12,1.54465E+12,1.7075E+12,1.83761E+12,1.95401E+12,2.11284E+12,2.3956E+12,2.74571E+12,3.04156E+12,3.2962E+12,3.2939E+12,3.4058E+12,3.82185E+12,4.1549E+12,4.58833E+12,5.18344E+12,5.74422E+12,5.86645E+12,6.00641E+12,6.14091E+12,6.58748E+12,6.85896E+12,7.27744E+12,7.73286E+12,8.15541E+12,8.52832E+12,8.83699E+12,9.39845E+12,1.01479E+13,1.04623E+13,1.07347E+13,1.15375E+13,1.27443E+13,1.36511E+13,1.42783E+13,1.46179E+13,1.49352E+13,1.46971E+13,1.5215E+13,1.57865E+13,1.65378E+13,1.70231E+13,1.7725E+13,1.81241E+13,1.84339E+13,1.92248E+13,2.07092E+13,2.17342E+13,2.14455E+13,2.36847E+13,2.55269E+13,2.68945E+13
Uzbekistan,UZB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,17968708274,15802312008,12841875034,13010001584,12850353061,13315413155,13876101717,14540527158,14822688304,15787174558,15434001190,13866839912,11486479566,10835637041,11867567570,13740726597,16053535300,20617518310,26790688733,32069733404,40280199977,50865321865,64405541478,73527060702,80103391522,85736607647,88829120450,79982913887,69949830959,63254326149,60496721785,69143394404,78379661061,86005388849
St. Vincent and the Grenadines,VCT,"GNI, Atlas method (current US$)",14655802.55,13865604.34,14588455.73,15123454.37,15828986.5,15125335.1,16556692.53,17369560.93,19056353.08,20427152.66,27474188.46,28952573.73,32394218.78,35210304,38061648.11,45354587.59,55423841.79,70861227.92,83824810.7,97810102.35,105243173.4,111918343.7,124579802.1,139033118,153073419.1,175586436.1,207579032.3,217880350.1,226808137.6,240108058.7,274320299,289677042.7,285502463.7,312246024,324013695,331634108.1,343724076.6,356528150.1,384932427.3,415185478.9,454732503.2,500931374.2,541729753.3,569369933.7,624845936.1,672929465.9,707937705.1,721532584.7,693811772.7,698557534.9,731107135.3,755078239.2,737697679.5,760856342.4,795651891.2,815744079.4,878368858.5,906282035.9,870616200,886253798.7,981520420.7,1043794150
"Venezuela, RB",VEN,"GNI, Atlas method (current US$)",8232772504,8835291967,8867138315,8631809156,8254268746,8664289553,9588468135,9999309732,11200673582,11921320353,13493227852,16688608411,22012114880,28206868904,33587852943,36240786273,40079849841,47034859168,54822646596,64019506612,64846081027,62170801030,61425891326,60837441411,64111752686,61186776833,63615414708,49105751582,52436274148,54149365846,59039882932,59876264710,58930407511,66747554497,69425084559,79226790991,79716163060,84805710961,99732734567,1.13334E+11,1.00163E+11,89286149386,1.06853E+11,1.31579E+11,1.64619E+11,2.07833E+11,2.59751E+11,2.90886E+11,3.35817E+11,3.46032E+11,3.73061E+11,3.56607E+11,3.92925E+11,,,,,,,,,
British Virgin Islands,VGB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,14153947054,8528434791,7569186868,9221407771,11664291503,14012882406,18666478229,22654696801,25824451836,26759132281,27962757382,30203568807,32186355251,34037168532,38120159468,44415418898,52884327649,61119346894,71581154273,84934003167,96710386627,1.19484E+11,1.44217E+11,1.76785E+11,1.98883E+11,2.18738E+11,2.28398E+11,2.40486E+11,2.55478E+11,2.90784E+11,3.19512E+11,3.33829E+11,3.50317E+11,3.94875E+11,4.12944E+11
Vanuatu,VUT,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,111634943.8,101739410.4,99647069.85,114093705.9,121216922.4,130364405.4,121504520.1,138555882.5,158170113.8,181235674.2,168446160.1,177729954.4,184254917.3,197917880.6,208993961.7,229212468.2,243858331.5,258022325.1,259659640.5,264001839.4,259539524.2,237963450.8,271293466.5,325135526.1,372951783.6,427330941.9,460153973.1,552211294.7,581641587.7,615030549.2,680349012,706678447,771147241.2,790747965.2,765738788.4,787372330.8,828668272.8,928335770.8,1091552690,1013997840,1069259238,1166592325,1224681374
World,WLD,"GNI, Atlas method (current US$)",1.63111E+12,1.75646E+12,1.92052E+12,2.10378E+12,2.29638E+12,2.44307E+12,2.67005E+12,2.9291E+12,3.16067E+12,3.47941E+12,4.01601E+12,4.94912E+12,5.89902E+12,6.74235E+12,7.23377E+12,7.79895E+12,8.9166E+12,1.07316E+13,1.25265E+13,1.32705E+13,1.28068E+13,1.23357E+13,1.26455E+13,1.32364E+13,1.48163E+13,1.75597E+13,2.11229E+13,2.22845E+13,2.26916E+13,2.34108E+13,2.54799E+13,2.63546E+13,2.78909E+13,3.00537E+13,3.19913E+13,3.27553E+13,3.18076E+13,3.2259E+13,3.3834E+13,3.41306E+13,3.42842E+13,3.72564E+13,4.30006E+13,4.82247E+13,5.20151E+13,5.60762E+13,6.07871E+13,6.17678E+13,6.55436E+13,6.97462E+13,7.4763E+13,7.83487E+13,8.0136E+13,7.84346E+13,7.74384E+13,7.88938E+13,8.50636E+13,8.91785E+13,8.65124E+13,9.56903E+13,1.02463E+14,1.06025E+14
Samoa,WSM,"GNI, Atlas method (current US$)",,,,,,,,,,,63031453.14,81155487.27,92126003.95,104514806.6,108859050.9,105069172.8,113781137.5,141082172.3,142415317.1,131672398.5,128151573.4,121217383.3,111260595.4,108884883.7,113087674.6,119790261.6,155673431.7,174820780.2,178017394.6,168886226,171885157.3,182528821.7,141252177.6,172541822.7,232154485.5,236981729.4,242817073.2,249423390.4,255297894.9,258039730.3,262361100.9,290583029.8,344137716.3,418700417.2,463452827.3,502377872.2,565034406,605657016.2,662708484.7,695863219.2,705572038,743213382.4,765222316.7,800555759.3,839309809.3,841236835.8,851176551.4,895730561.6,860537832,837847102.5,813038297.4,908197656.4
Kosovo,XKX,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5588216282,6078560160,6398356280,6903316416,7078906482,7029467299,6988596430,7074763756,7733194940,8297390144,7951875220,9169552223,9902238216,10505229436
"Yemen, Rep.",YEM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16467307565,19229749471,23760187525,19376052019,10660838808,7560124762,6396721574,6439634691,7425449926,8683416697,9543316523,10362910323,11967814474,14154519207,16676107083,19016947275,22161202703,24855857887,27870260719,25694362119,30836220079,36138877868,37904121440,31990154386,31072960597,29262776789,25287123599,,,,,
South Africa,ZAF,"GNI, Atlas method (current US$)",9597552032,10487017600,11494224743,12613955559,13689211306,15263171776,16677972026,18436634593,20479519898,22804008406,24649457214,30534784687,39303026345,46106667943,45581812472,44779606069,48936847328,59707238297,78284279635,92240352929,91339927762,85941692453,86394946896,76679188367,72923388485,82788749419,1.02267E+11,1.11443E+11,1.15173E+11,1.23522E+11,1.3727E+11,1.46498E+11,1.56126E+11,1.66096E+11,1.71035E+11,1.71441E+11,1.56902E+11,1.54203E+11,1.53695E+11,1.45475E+11,1.37906E+11,1.53184E+11,1.97709E+11,2.68528E+11,3.06082E+11,3.25532E+11,3.31752E+11,3.28521E+11,3.52431E+11,4.0373E+11,4.42088E+11,4.33471E+11,4.01843E+11,3.65988E+11,3.36464E+11,3.3718E+11,3.66614E+11,3.91402E+11,3.59561E+11,3.8863E+11,4.06039E+11,4.07576E+11
Zambia,ZMB,"GNI, Atlas method (current US$)",633167600.9,653596368,731768932.9,960584572.1,1016610065,1239854672,1445283140,1643108522,1886519255,1880534853,1942248700,2113982634,2733665306,2846883987,2789384692,2601084440,2704544824,2920209513,3609391011,4287369286,3851978405,3314024157,2843530730,2390404294,1806281730,1919997608,2503089205,3166417170,3489615465,3242476607,3065334424,3263900818,3135363097,3439837064,3761494188,3864073059,3514174042,3573979461,3487043862,3691193326,3945626807,4596361146,5337148248,6661563742,8750872579,11247293876,15198111585,16967650964,18277674615,19888819424,24445149303,26269107775,27654188131,25049035692,22389749582,21932560682,25037251616,25612431947,21395586475,20349541095,23489215310,27196324765
Zimbabwe,ZWE,"GNI, Atlas method (current US$)",867189979.3,872722843.3,757900727.8,1043248494,1147734953,1321423130,1371759263,1599464180,1964332750,2094006536,2377053999,2942784212,3753890144,4214064565,4177240146,3970940878,4134547994,4778408145,5860984959,7434138259,7084794970,6805655209,6373887199,5722895132,5273532619,5487793123,6583000571,7297839659,7446655527,7306096035,5837279701,5550815111,5367847985,5185030894,6273858222,5925010639,4741379196,4706812682,4218115721,4624842970,4471990569,4110330393,3903881920,4017897057,3574738552,3053921445,1597523066,5541158970,8379786769,12391182088,14854556176,16249407148,16822943941,17275984065,17391112112,17315251806,23308068883,22283187925,22859178985,24553581682,28003360601,29075307303
